name,address1,address2,city,state,zip,phone,type,url
"14th Star Brewing","133 North Main Street, Suite 7",,"Saint Albans",VT,05478-1735,"(802) 528-5988",micro,http://www.14thstarbrewing.com
"1st Republic Brewing Co","39 River Rd, Suite 6",,"Essex Junction",VT,05452,"(802) 857-5318",micro,http://www.1strepublic-homebrew.com
"Alchemist Cannery","35 Crossroad",,Waterbury,VT,05676-9003,"(802) 244-7744",micro,http://www.alchemistbeer.com
"Backacre Beermakers",,,Weston,VT,05161,,micro,http://www.backacrebeermakers.com
"Bent Hill Brewery","1972 Bent Hill Rd",,Randolph,VT,05060-8833,"(802) 249-1125",micro,http://www.benthilbrewery.com
"Bobcat Brewery & Cafe","5 Main St",,Bristol,VT,05443-1317,"(802) 453-3311",brewpub,http://www.bobcatcafe.com
"Brewery in Planning - Randolph Center",,,"Randolph Center",VT,05061,"(802) 431-8656",planning,http://www.facebook.com/thebeershelf
"Brewery In Planning - Waterbury",,,Waterbury,VT,05676,,planning,
"Brewster River Pub & Brewery","4087 Vt Route 108 S",,Jeffersonville,VT,05464-9509,"(802) 644-6366",brewpub,http://www.brewsterriverpubnbrewery.com
"Burlington Beer Company","25 Omega Dr Ste 150",,Williston,VT,05495-7334,"(802) 863-2337",micro,http://www.burlingtonbeercompany.com
"Drop In Brewing","610 Route 7 S",,Middlebury,VT,05753-8987,"(802) 989-7414",micro,http://www.dropinbeer.com
"Farm Road Brewery",,,Arlington,VT,05250,"(802) 236-6645",planning,http://www.farmroadbrewery.com
"Farm Road Brewery",,,Arlington,VT,05250,"(802) 236-6645",planning,http://www.farmroadbrewery.com
"Farnham Ale and Lager","80 Ethan Allen Dr.",,"South Burlington",VT,05403,,micro,http://www.farnham-alelager.com
"Fiddlehead Brewing","6305 Shelburne Rd",,Shelburne,VT,05482-4437,"(802) 399-2994",micro,http://www.fiddleheadbrewing.com
"Foley Brothers Brewing Co.","79 Stone Mill Dam Rd",,Brandon,VT,05733-8945,"(802) 247-8002",micro,
"Four Quarters Brewing Co","150 W Canal St",,Winooski,VT,05404-2171,,micro,http://www.fourquartersbrewing.com
"Frost Beer Works","171 Commerce Street",,Hinesburg,VT,05461-4482,"(949) 945-4064",micro,http://www.frostbeerworks.com
"GoodWater Brewery","740 Marshall Ave",,Williston,VT,05495-8978,"(802) 999-7396",micro,http://www.goodwaterbreweryvt.com
"Harmon Hill Brewery",,,Bennington,VT,05201,"(802) 447-2629",planning,http://harmonhillbrewery.weebley.com
"Harpoon Brewery - Vermont","336 Ruth Carney Dr",,Windsor,VT,05089-9419,"(802) 674-5491",regional,http://www.harpoonbrewery.com
"Hermit Thrush Brewery, LLC","29 High St.",,Brattleboro,VT,05301,802-257-BEER,micro,http://www.hermitthrushbrewery.com
