name,address,city,state,zip,phone,type,url
"Bitter Esters Brewhouse","607 Mount Rushmore Rd",Custer,SD,57730-1631,"(605) 673-3433",brewpub,
"Brewery In Planning - Sioux Falls",,,,,,planning,
"Crow Peak Brewing Co","125 W Highway 14",Spearfish,SD,57783-1150,"(605) 717-0006",micro,http://www.crowpeakbrewing.com
"Dakota Shivers Brewing",,Lead,SD,57754-1539,"(605) 415-5352",planning,http://www.facebook.com/dakotashiversbrewing
"Dempseys Brewery, Pub & Restaurant","127 N Broadway",Watertown,SD,57201-3525,"(605) 882-9760",brewpub,http://www.dempseybrewpub.com
"Fernson Brewing Co","1400 E Robur Dr","Sioux Falls",SD,57104,,micro,http://www.fernson.com
"Firehouse Brewing Co","610 Main St","Rapid City",SD,57701-2736,"(605) 348-1915",brewpub,http://www.firehousebrewing.com
"Gandy Dancer Brew Works","420 E 8th St","Sioux Falls",SD,57103-7025,"(605) 351-9268",brewpub,http://www.monkshouseofalerepute.com
"Granite City Food & Brewery (#2)","2620 S Louise Ave","Sioux Falls",SD,57106-4329,"(605) 362-0000",brewpub,http://www.gcfb.net
"Hay Camp Brewing Company","201 Main St Ste 109","Rapid City",SD,57701-2840,"(970) 412-5286",micro,http://www.haycampbrewing.com
"Jekyll & Hyde Brewed Potions - No Longer Planning",,"Sioux Falls",SD,57104-9432,"(605) 216-4256",planning,http://www.brewedpotions.com
"Lean Horse Productions","600 Meier Ave",Spearfish,SD,57783-1991,"(605) 641-3534",contract,
"Lost Cabin Beer Co.",,,,,,planning,
"Miner Brewing Co","23845 Highway 385","Hill City",SD,57745-6517,"(605) 574-3898",brewpub,http://www.minerbrewing.com
"Sick N Twisted Brewing Co","23851 Highway 385 Ste A","Hill City",SD,57745-6544,"(605) 574-2454",micro,
"Six Degrees Brewing Co",,,,,"(605) 255-4690",planning,http://www.sixdegreesbrewing.com
"The Knuckle Brewing Company","918 2nd St",Sturgis,SD,57785-1509,"(605) 561-9846",brewpub,
"Wooden Legs Brewing Co","309 5th St Ste 100",Brookings,SD,57006-1963,"(605) 549-5624",micro,http://www.woodenlegsbrewing.com
