name,address1,address2,city,state,zip,phone,type,url
"Brewery in Planning - Kuopio","133 Versokuja","Kuopio, Finland",,,,,,
"Hiisi Brewing Co.","Panimo Hiisi","Jyvaskyla, Finland",,,,358442703726,,http://www.panimohiisi.fi
"Laitilan Wirvoitusjuomatehdas","Limonaadikuja 4","Laitila, Finland",,,,,,
"Olvi Oy","Box 16","74101 Iisalmi, Finland",,,,"977 158 51",,
"Oy Amri AB Lapin Kulta",Lapinkulank,"95400 Tornio, Finland",,,,"9698 43 3 66",,
"Oy Hartwall AB","Ristipellontie 4, Box 31","00391 Helsinki, Finland",,,,"90 5 40 21",,
"Oy Lahden Polttimo Ab","PO Box 22","Fin- 15141 Lahti, Finland",,,,35891886411,,
"Panimoravintola Beer Hunter's","Antinkatu 11","Pori, Finland",,,,"+358 2 6415599",,http://www.berhunters.fi
"Pyynikin Craft Brewery","Kolismaankatu 1","Tampere, Finland",,,,358447699137,,http://www.pyynikin.com
"Sinebrychoff Oy AB","PO Box 87","Kerava, Finland",,,,"(358) 929-4991",,
