name,address1,address2,city,state,zip,phone,type,url
"10 Barrel Brewing Co","62970 18th St",,Bend,OR,97701-9847,"(541) 585-1007",large,http://www.10barrel.com
"10 Barrel Brewing Co","1411 NW Flanders St",,Portland,OR,97209-2620,"(541) 585-1007",large,http://www.10barrel.com
"10 Barrel Brewing Co - Bend Pub","16950 NE 18th St",,Bend,OR,97701,"(541) 585-1007",large,
"1188 Brewing Co","141 E Main St",,"John Day",OR,97845-1210,"(541) 575-1188",brewpub,http://www.1188brewing.com
"13 Virtues Brewing Co","6410 SE Milwaukie Ave",,Portland,OR,97202-5518,"(503) 239-3831",brewpub,http://www.13virtuesbrewing.com
"3 Sheets Brewing Company","2115 NW 20th Loop",,Albany,OR,97321-1106,"(541) 619-0183",micro,
"7 Devils Brewing Co","247 South 2nd Street",,"Coos Bay",OR,97420-1642,"(541) 808-3738",brewpub,http://www.7devilsbrewery.com
"Agrarian Ales, LLC","31115 W Crossroads Ln",,Eugene,OR,97408-9220,,micro,http://www.agales.com
"Alameda Brewing Co","4765 NE Fremont St",,Portland,OR,97213-1724,"(503) 460-9025",micro,http://www.alamedabrewing.com
"Alameda Brewing Co","4736 SE 24th Ave",,Portland,OR,97202-4787,"(503) 460-9025",micro,
"Alesong Brewing and Blending","1000 Conger St Ste C",,Eugene,OR,97402-2950,"(541) 972-3303",micro,http://www.alesongbrewing.com
"Allegory Brewing","777 NE 4th Street",,McMinnville,OR,97128,"(971) 373-1253",micro,http://www.allegorybrewing.com
"Ambacht Brewing","1060 NE 25th Ave Ste B",,Hillsboro,OR,97124-4903,"(503) 828-1400",micro,http://www.ambacht.us
"Ancestry Brewery","20585 SW 115th Ave",,Tualatin,OR,97062-6857,"(541) 206-4931",brewpub,http://www.ancestrybrewing.com
"Arch Rock Brewing Co","28779 Hunter Creek Loop",,"Gold Beach",OR,97444-9626,"(541) 247-0555",micro,http://www.archrockbrewingcompany.com
"Arlington Club","811 SW Salmon St",,Portland,OR,97205-3094,"(503) 223-4141",micro,http://www.thearlingtonclub.com
