name,address,city,state,zip,phone,type,url
"Alliance Brewing Company",,Knoxville,TN,37922,,planning,http://www.alliancebrewingco.com
"Bearded Iris Brewing",,Nashville,TN,37208-1719,,planning,http://www.beardedirisbrewing.com
"Big River Grille & Brewing Works - Chattanooga","222 Broad St",Chattanooga,TN,37402-1009,"(423) 267-2739",brewpub,http://www.bigrivergrille.com
"Black Abbey Brewing Co, The","2952 Sidco Ave",Nashville,TN,37220,"(615) 755-0070",micro,http://www.blackabbeybrewing.com
"Black Spade Brewing",,,,,,planning,http://www.bs-bc.com
"Blackberry Farm Brewery","1471 W Millers Cove Rd",Walland,TN,37886-2649,"(865) 379-8555",micro,http://www.blackberryfarm.com
"Blackhorse Pub and Brewery","132 Franklin St",Clarksville,TN,37040-3438,"(931) 552-3726",brewpub,http://www.theblackhorsepub.net
"Blackhorse Pub and Brewery - Knoxville","4429 Kingston Pike",Knoxville,TN,37919-5252,"(865) 249-8511",brewpub,http://www.theblackhorsepub.net
"Blackstone Brewery - Production","2312 Clifton Ave",Nashville,TN,37209-4115,"(615) 320-9002",micro,http://blackstonebrewery.com
"Blackstone Brewing Co","2312 Clifton Ave",Nashville,TN,37209,"(615) 327-9969",brewpub,http://www.blackstonebrewery.com
"Blues City Brewing Co","5151 E Raines Rd",Memphis,TN,38118-7026,"(608) 785-4200",regional,http://www.citybrewing.com
"Bluetick Brewery","1509 E Broadway Ave",Maryville,TN,37804-3201,"(865) 314-0397",micro,http://www.bluetickbrewery.com
"Boscos Brewing Co. / Ghost River Brewing","827 S Main St",Memphis,TN,38106-2063,"(901) 278-0087",micro,http://www.ghostriverbrewing.com
"Boscos Squared","2120 Madison Ave",Memphis,TN,38104-6502,"(901) 432-2222",brewpub,http://www.boscosbeer.com
"Brewery In Planning - Fairview",,Fairview,TN,37062,,planning,
"Brewery In Planning - Knoxville",,,,,,planning,
"Brewery In Planning - Nashville",,Nashville,TN,37206-1825,,planning,
"Brewery In Planning - Oak Ridge",,"Oak Ridge",TN,37830,,planning,
"Brewery In Planning - Ooltewah",,Ooltewah,TN,37363,,planning,
"Brewery In Planning - Piney Flats",,"Piney Flats",TN,37686,,planning,
"Brewery In Planning- Nashville, TN",,,,,,planning,
"Calfkiller Brewing Co","1839 Blue Springs Rd",Sparta,TN,38583-2714,"(931) 739-2337",micro,http://www.calfkillerbeer.com
"Chattanooga Brewing Co","1804 Chestnut St.",Chattanooga,TN,37408-1027,"(423) 702-9958",micro,http://www.chattabrew.com
"Cool Springs Brewery","600A Frazier Dr Ste 135",Franklin,TN,37067-4677,"(615) 503-9626",brewpub,http://www.coolspringsbrewery.com
"Corsair Artisan LLC","1200 Clinton Street #110",Nashville,TN,37203-2894,"(931) 215-3775",brewpub,http://www.corsairartisan.com
"Crosstown Brewing Company",,Memphis,TN,38117,,planning,http://www.crosstownbeer.com
"Czann's Brewing","505 Lea Ave",Nashville,TN,37203,"(615) 748-1399",micro,
"Depot Street Brewing Co","904 Depot St",Jonesborough,TN,37659-5662,"(423) 753-7628",micro,http://www.depotstreetbrewing.com
"Downtown Grill & Brewery / Woodruff Brewing","424 S Gay St",Knoxville,TN,37902-1103,"(865) 633-8111",brewpub,http://www.downtownbrewery.com
"Fanatic Brewing Company","7113 Hickory Hills Dr",Knoxville,TN,37919,"(865) 607-7275",micro,http://www.fanaticbrewing.com
"Fat Bottom Brewing","900 Main St",Nashville,TN,37206-3610,"(615) 715-0302",micro,http://www.fatbottombrewing.com
"Half Batch Brewing",,Hendersonville,TN,37075,,planning,
"High Cotton Brewing","598 Monroe Ave",Memphis,TN,38103-3214,"(901) 543-4444",micro,http://www.highcottonbrewing.com
"Holston River Brewing Co",,Bristol,TN,37620-1570,,planning,http://www.hrbrewing.com
"Honky Tonk Brewing Co","240 Cumberland Bnd",Nashville,TN,37228-1804,"(615) 556-8967",micro,
"Hutton & Smith Brewing Company","431 E Martin Luther King Blvd # 120",Chattanooga,TN,37403,,micro,
"Jackalope Brewing Company, LLC","701 8th Ave S",Nashville,TN,37203-4104,"(615) 887-0807",micro,http://www.jackalopebrew.com
